X,Y,OBJECTID,LRSDate,RouteIdentifier,Location,DirectionOfTravel,StateRouteNumber,RelatedRouteType,RelatedRouteQualifier,SingleUnitTruckPct,DoubleUnitTruckPct,TripleUnitTruckPct,AADT,AccumulatedRouteMile,GlobalID,ReportingYear
-13610477.6923279,6178687.07124839,2832,2022/12/31 08:00:00+00,538,"WEST OF MILEPOST 3.62: SR 9 SB ROUNDABOUT; END ROUTE",Bothways,538,,,,,,8800,3.5999999,{D535A352-38E9-4E70-BDE0-4D286B0D9A97},2022
-13642755.0850827,5717353.77446432,2833,2022/12/31 08:00:00+00,205S602684,"S6 RAMP (Q202762 TO S502684)  AFTER MILEPOST 0.00: Q202762 INTERSECTION; BEGIN ROUTE",Northeast,205,S6,02684,,,,9400,0.0199999996,{44FE6789-AF1E-4D90-9E7C-8836F60B5B95},2022
-13689599.0185152,5895877.82584545,2834,2022/12/31 08:00:00+00,005CI08167,COLLECTOR-DISTRIBUTOR  AFTER MILEPOST 0.04: P108171 OFF RAMP,North,005,CI,08167,,,,5900,0.300000012,{176E3A9F-0CDD-4759-AE50-239B892AB50A},2022
-13614470.926633,6025460.48911121,2835,2022/12/31 08:00:00+00,099P102362,"P1 RAMP (SR 99 NB TO 27TH AVE S)  AFTER MILEPOST 0.00: SR 99 NB INTERSECTION; BEGIN ROUTE",North,099,P1,02362,,,,2000,0.109999999,{C8676810-3260-4851-A5F7-502AD9C443C1},2022
-13614396.0406909,6006909.96672293,2836,2022/12/31 08:00:00+00,516,"EAST OF MILEPOST 1.48: 24TH AVE S, 25TH AVE S INTERSECTION",Bothways,516,,,,,,14000,1.49000001,{B55457B6-0692-4A51-9964-5A65F280779B},2022
-13601480.0886897,6053288.53921349,2837,2022/12/31 08:00:00+00,405CI01775,COLLECTOR-DISTRIBUTOR  AFTER MILEPOST 0.11: P101786 OFF RAMP,North,405,CI,01775,,,,5400,0.219999999,{03C5DE69-BA06-4BCD-855C-3C5D6F628B08},2022
-13603384.8318937,6103842.75210999,2838,2022/12/31 08:00:00+00,529,EAST OF MILEPOST 0.87: BROADWAY AVE-OLD SR 529 INTERSECTION,Bothways,529,,,,,,12000,0.860000014,{EF8AF73D-DADB-4420-8D10-51DFF6D6C46E},2022
-13031262.3325875,6055602.3792546,2839,2022/12/31 08:00:00+00,090,AT MILEPOST 298.79: PERMANENT RECORDER P24,Bothways,090,,,4.17999983,5.13999987,0.419999987,63000,296.480011,{73DF029C-0D07-4BB5-AEBE-D5EAAFE53DC3},2022
-13048074.6353339,6074455.89671281,2840,2022/12/31 08:00:00+00,206,NORTH OF MILEPOST 7.07: FORKER WYE RD INTERSECTION,Bothways,206,,,4.9000001,0.819999993,0,1200,7.01999998,{C72B4F5B-878A-44DD-B654-66FEA03893E8},2022
-13653377.4647674,6048696.84112893,2841,2022/12/31 08:00:00+00,303LX00657,"LATERAL CROSSING (CENTRAL VALLY RD)  NORTH OF MILEPOST 0.00: BUCKLIN HILL RD INTERSECTION; S100650 OFF RAMP; R500666 ON RAMP; BEGIN ROUTE",Bothways,303,LX,00657,,,,9400,0.00999999978,{2B07A24E-0D2F-458A-B539-F3E33AB0611A},2022
-13606503.5214909,5971588.27697076,2842,2022/12/31 08:00:00+00,162,"SOUTH OF MILEPOST 3.21: BOWMAN HILTON RD E, PIONEER WAY E INTERSECTION",Bothways,162,,,4.19999981,4.26000023,0.430000007,22000,0.839999974,{4F6C0F89-EAC3-4255-A5F0-EBD1E53B2FC4},2022
-13613487.4458027,6179623.37324526,2843,2022/12/31 08:00:00+00,538,"WEST OF MILEPOST 2.28: MARTIN RD, WAUGH RD INTERSECTION",Bothways,538,,,3.6099999,1.69000006,0.0299999993,12000,2.26999998,{EA2649B0-E6C4-414E-9F34-0A9BC9F93143},2022
-13132556.4254593,5992747.5009252,2844,2022/12/31 08:00:00+00,090R124550,"R1 RAMP (SR 90 WB TO SR 23)  AFTER MILEPOST 0.00: SR 90 WB INTERSECTION; BEGIN ROUTE",West,090,R1,24550,7.40999985,5.46000004,0.579999983,510,0.150000006,{0075C70B-4A2E-468A-B44B-8F3ACB8432C4},2022
-13648516.0861654,5932617.53006233,2845,2022/12/31 08:00:00+00,510,"NORTHWEST OF MILEPOST 15.67: FIRST ST, SR 507 INTERSECTION; END ROUTE",Bothways,510,,,3.68000007,0.980000019,0.0299999993,16000,13.0900002,{5FA1A649-50E9-4EE8-9C24-A60D592ADCF4},2022
-13603644.1097573,6047661.31242567,2846,2022/12/31 08:00:00+00,520S100548,"S1 RAMP (BELLEVUE WY TO SR 520 WB)  AFTER MILEPOST 0.00: LX00597 INTERSECTION; BEGIN ROUTE",West,520,S1,00548,,,,3600,0.0900000036,{D68FDE1D-C128-48DD-93EB-80AA2F0C3C66},2022
-13697366.4448962,5982639.99097291,2847,2022/12/31 08:00:00+00,003,NORTHWEST OF MILEPOST 6.57: JOHNS PRAIRIE RD INTERSECTION,Bothways,003,,,,,,15000,6.57999992,{978E74AD-3762-4047-ADBC-52376CED2C7B},2022
-13627010.1557201,5982025.57289966,2848,2022/12/31 08:00:00+00,509P100071,"P1 RAMP (SR 509 NB TO PORTLAND AV)  AFTER MILEPOST 0.00: SR 509 NB INTERSECTION; BEGIN ROUTE",East,509,P1,00071,,,,3700,0.300000012,{2E3A4ED7-8F54-4631-BCDB-231D1AB31428},2022
-13311553.6525041,5988181.70505946,2849,2022/12/31 08:00:00+00,028,NORTHWEST OF MILEPOST 44.57: MARTIN RD INTERSECTION,Bothways,028,,,7.09000015,3.42000008,0.569999993,9000,48.6500015,{E4E34C1B-7A65-4A41-83EF-2A9C57691D87},2022
-13772360.4610394,5928672.61025436,2850,2022/12/31 08:00:00+00,101,SOUTHEAST OF MILEPOST 76.94: SR 107 WYE CONNECTION,Bothways,101,,,8.51000023,5.8499999,0.980000019,5100,76.6600037,{190C4C3F-B087-4325-AAAD-F431E078B0A7},2022
-13842152.5368603,6151483.60314956,2851,2022/12/31 08:00:00+00,112,EAST OF MILEPOST 12.53: HOKO-OZETTE RD INTERSECTION,Bothways,112,,,17.5300007,4.88999987,0.819999993,1500,12.5200005,{80B6DA20-3CE4-489A-931E-2A8E1F03156C},2022
-13657321.015784,6057219.39694497,2852,2022/12/31 08:00:00+00,003S104787,"S1 RAMP (LUOTO RD TO SR 3 SB)  AFTER MILEPOST 0.00: LX04848-LUOTO RD INTERSECTION; BEGIN ROUTE",South,003,S1,04787,,,,2000,0.0299999993,{7C7372EA-CF09-4564-BFB8-897A0E5CB17D},2022
-13674071.4765915,5949723.62681302,2853,2022/12/31 08:00:00+00,005S110784,S1 RAMP (SLTR KINNY RD TO SR 5 SB)  AFTER MILEPOST 0.02: SLEATER KNNY RD WYE CONNECTION,Southwest,005,S1,10784,,,,6700,0.129999995,{9E50F040-FD1A-446A-8415-7AEBD94BCDE8},2022
-13608144.2373778,6191525.78317504,2854,2022/12/31 08:00:00+00,020,NORTHWEST OF MILEPOST 64.98: HARRISON ST INTERSECTION,Bothways,020,,,,,,11000,64.5500031,{768FCD0F-6734-451E-923F-100C7F283A98},2022
-13032900.978005,5927353.3389315,2855,2022/12/31 08:00:00+00,272,"EAST OF MILEPOST 16.78: SR 27 INTERSECTION; END COINCIDENT",Bothways,272,,,5.05000019,2.68000007,0.0399999991,2300,16.7800007,{6266F478-C742-45B3-A252-62F309F94B42},2022
-13790897.5415578,5938939.1167201,2856,2022/12/31 08:00:00+00,101,SOUTH OF MILEPOST 87.66: SR 109 INTERSECTION,Bothways,101,,,,,,15000,87.25,{C10D2A19-D0FE-4305-AC6A-397EFB61AB9B},2022
-13641230.8444447,5962883.0284644,2857,2022/12/31 08:00:00+00,005Q112385,"Q1 RAMP (THORNE LN TO SR 5 NB)  AFTER MILEPOST 0.00: LX12360 INTERSECTION; BEGIN ROUTE",Northeast,005,Q1,12385,,,,6000,0.0500000007,{0BCD259F-9F4B-470D-A9B2-3B249383A775},2022
-13632536.5314251,5975900.4743184,2858,2022/12/31 08:00:00+00,005S513074,"S5 RAMP (S 56TH ST TO CD13108)  AFTER MILEPOST 0.00: LX13069-S 56TH ST INTERSECTION; BEGIN ROUTE",Northwest,005,S5,13074,,,,2100,0.0199999996,{D75EC8EE-86A0-45B7-94C3-1773652DC345},2022
-13411040.8011501,5867113.70033487,2859,2022/12/31 08:00:00+00,082P503782,"P5 RAMP (SR 82 EB TO R103848)  AFTER MILEPOST 0.00: SR 82 EB INTERSECTION; BEGIN ROUTE",Northwest,082,P5,03782,6.17000008,8.43999958,2.92000008,310,0.25999999,{1DDABC42-BFE4-42CA-A01C-7ECFCB93D10D},2022
-13703339.2330437,5963381.00861244,2860,2022/12/31 08:00:00+00,101,AT MILEPOST 353.52: SR 108 BRIDGE,Bothways,101,,,,,,22000,351.76001,{B6570EC8-645D-40FF-A1DB-76D8827A2631},2022
-13842291.1885871,6116161.63897058,2861,2022/12/31 08:00:00+00,101,EAST OF MILEPOST 200.40: WEST LAKE PLEASANT RD INTERSECTION,Bothways,101,,,7.48000002,2.86999989,0.720000029,3500,199.830002,{C3B3C7EF-555B-4B7E-8F43-7482DDEDF589},2022
-13619487.6670705,6069055.6920827,2862,2022/12/31 08:00:00+00,099,SOUTH OF MILEPOST 43.12: N 198TH ST INTERSECTION,Bothways,099,,,,,,29000,36.6899986,{F5B0D723-F13B-4534-BBA6-CB1DE495E269},2022
-13260632.553567,5820266.94458865,2863,2022/12/31 08:00:00+00,182CI01175,COLLECTOR-DISTRIBUTOR  AFTER MILEPOST 0.66: Q101240 ON RAMP,East,182,CI,01175,,,,20000,0.699999988,{B266DD7E-45CF-4F28-A3BB-7697C04AA4A5},2022
-13618436.7622355,6040836.84761979,2864,2022/12/31 08:00:00+00,519,"SOUTHEAST OF MILEPOST 1.14: FERRY TERM-TO TOLL BOOTH ENTRANCE/EXIT; YESLER WAY INTERSECTION; END ROUTE",Bothways,519,,,,,,11000,1.08000004,{A29B8F1B-C437-4933-8BB3-51AABE55CA50},2022
-13647630.969843,5724395.42820313,2865,2022/12/31 08:00:00+00,500R100352,"R1 RAMP (SR 500 TO NE ANDRESEN RD)  AFTER MILEPOST 0.00: SR 500 INTERSECTION; BEGIN ROUTE",West,500,R1,00352,,,,8500,0.239999995,{51C47A4C-A15A-4874-8791-03E9C9A605C6},2022
-13650570.9950341,6019057.90061846,2866,2022/12/31 08:00:00+00,016R102295,"R1 RAMP (SR 16 SB TO MULLENIX RD)  AFTER MILEPOST 0.00: SR 16 SB INTERSECTION; BEGIN ROUTE",South,016,R1,02295,5.21000004,1.07000005,0.0399999991,2400,0.25999999,{162BEBF6-68C8-435B-B072-05564D21DF8C},2022
-13779906.4933928,5936722.13807994,2867,2022/12/31 08:00:00+00,101,NORTHWEST OF MILEPOST 82.17: E PERRY ST INTERSECTION,Bothways,101,,,,,,8700,81.8300018,{94D2E3F9-5E14-4735-AFD2-9ED155DDB736},2022
-13645058.468487,6249102.79780299,2868,2022/12/31 08:00:00+00,005P526239,"P5 RAMP (SR 5 NB TO MAIN ST)  AFTER MILEPOST 0.00: SR 5 NB INTERSECTION; BEGIN ROUTE",Northeast,005,P5,26239,,,,5600,0.239999995,{621BCE85-5AEA-4A94-996E-B7A68EDE753E},2022
-13049368.8988991,5898728.12455086,2869,2022/12/31 08:00:00+00,195,AT MILEPOST 22.20: PERMANENT RECORDER P14,Bothways,195,,,5.63999987,8.81999969,1.26999998,3900,22.5599995,{0535C86A-6245-450B-88B4-7CFDE60544D4},2022
-13285540.8549455,5815206.14357994,2870,2022/12/31 08:00:00+00,082R110485,"R1 RAMP (SR 82 WB TO DALLAS RD)  AFTER MILEPOST 0.00: SR 82 WB INTERSECTION; BEGIN ROUTE",North,082,R1,10485,5.46000004,1.87,0,1900,0.270000011,{F244AD73-2BC9-4C30-B5F4-BC275EC27F01},2022
-13274012.5993317,5818651.61673773,2871,2022/12/31 08:00:00+00,240S103746,"S1 RAMP (COL PARK TR TO SR 240 WB)  AFTER MILEPOST 0.00: LX03776 INTERSECTION; BEGIN ROUTE",Northwest,240,S1,03746,5.73999977,0.419999987,0,2100,0.0900000036,{4C467B68-D6D7-4BE4-AEE4-B040F5FEEF06},2022
-13672120.4094531,5950025.4674273,2872,2022/12/31 08:00:00+00,005,AT MILEPOST 109.14: MARTIN WAY BRIDGE,Bothways,005,,,,,,95000,109.209999,{BC1CE627-51F2-4881-828C-FC90AB658C6A},2022
-13680971.2898968,5810072.25346007,2873,2022/12/31 08:00:00+00,005R104300,"R1 RAMP (SR 5 SB TO LEXNGTN BR DR)  AFTER MILEPOST 0.00: SR 5 SB INTERSECTION; BEGIN ROUTE",Southwest,005,R1,04300,5.86000013,1.83000004,0.0500000007,2000,0.289999992,{E0EBB695-E59A-4355-82EF-5A99774EDAB0},2022
-13634966.6155616,6274980.33286981,2874,2022/12/31 08:00:00+00,539,NORTHWEST OF MILEPOST 15.05: SR 539 COLYNDEN (COUPLT) INTERSECTION,Northeast,539,,,2.17000008,6.51999998,2.53999996,830,15.0600004,{52AA9DC0-E32C-4389-95BF-E1BC51F27996},2022
-13656326.6349295,5721676.71550209,2875,2022/12/31 08:00:00+00,501COVANCVR,"EAST OF MILEPOST 0.61: FRANKLIN ST, SR 501 INTERSECTION; BEGIN ROUTE",East,501,CO,VANCVR,6.1500001,8.05000019,0.649999976,7500,0.00999999978,{3E6760B8-0834-4353-980B-9347322823A8},2022
-13617196.9862661,6062570.08851173,2876,2022/12/31 08:00:00+00,005S117414,S1 RAMP (SR 523 TO SR 5 SB)  AFTER MILEPOST 0.02: R117471 -TRANSIT WYE CONNECTION,South,005,S1,17414,,,,12000,0.0700000003,{5C4B6440-423B-43B1-9882-B11CB5ECC1FB},2022
-13594693.0712051,6000529.46042652,2877,2022/12/31 08:00:00+00,018S101091,"S1 RAMP (SR 516 TO SR 18 WB)  AFTER MILEPOST 0.00: SR 516 INTERSECTION; BEGIN ROUTE",Southwest,018,S1,01091,3.1500001,4.09000015,0.540000021,12000,0.100000001,{ADD75B19-946B-4F1C-9A6A-43B22013093E},2022
-13588390.8158985,6013885.58164316,2878,2022/12/31 08:00:00+00,169,SOUTHEAST OF MILEPOST 17.68: CEDAR GROVE RD INTERSECTION,Bothways,169,,,,,,21000,17.6700001,{45F45B82-987E-49A7-9AAE-69B356AB2B83},2022
-13300809.8289131,6004597.85473565,2879,2022/12/31 08:00:00+00,017,NORTH OF MILEPOST 75.29: SR 28 WYE CONNECTION,Bothways,017,,,2.96000004,5.01000023,1.07000005,3300,67.7900009,{D93EA027-6448-4483-B40F-2B0F4F3DDD5A},2022
-13118018.7938426,6253183.71293338,2880,2022/12/31 08:00:00+00,025,NORTH OF MILEPOST 109.08: JOHNSON GRADE RD INTERSECTION,Bothways,025,,,4.25,19.9500008,1.79999995,780,109.029999,{0F50EC43-877E-4277-97F8-7BB977B2B035},2022
-13029106.762648,6137475.32952931,2881,2022/12/31 08:00:00+00,002,SOUTH OF MILEPOST 334.37: SR 2 CONEWPRT WYE CONNECTION,North,002,,,,,,5000,326.190002,{1B94349E-A863-4A28-8FD1-170896E0616E},2022
-13570181.4885876,5968919.47509754,2882,2022/12/31 08:00:00+00,410,EAST OF MILEPOST 29.73: MUD MTN RD INTERSECTION,Bothways,410,,,5.13999987,3.02999997,0.100000001,2000,20.8999996,{D5F7BCBD-AB18-4672-BFB6-E7A866182999},2022
-13624006.1742124,5982315.17169451,2883,2022/12/31 08:00:00+00,509P100216,"P1 RAMP (CI00168 TO PT OF TAC RD)  AFTER MILEPOST 0.00: CI00168 INTERSECTION; BEGIN ROUTE",East,509,P1,00216,,,,3100,0.180000007,{CB96CE9A-A0FE-4413-A430-8E1A83BE73D2},2022
-13608172.098955,6000236.07686076,2884,2022/12/31 08:00:00+00,167Q101845,"Q1 RAMP (S 277TH ST TO SR 167 NB)  AFTER MILEPOST 0.00: LX01793-S 277TH ST INTERSECTION; BEGIN ROUTE",North,167,Q1,01845,,,,8900,0.109999999,{6866891C-7843-469E-98EB-9238197791D5},2022
-13416466.5843748,5882558.30329564,2885,2022/12/31 08:00:00+00,082P103044,"P1 RAMP (SR82 EB TO REST HAVEN RD)  AFTER MILEPOST 0.00: SR 82 EB INTERSECTION; BEGIN ROUTE",Southeast,082,P1,03044,7.01999998,10.6499996,0.239999995,410,0.0500000007,{C4D491B9-C94A-44C3-972D-D6E31EBADD56},2022
-13064373.9587136,6066379.065147,2886,2022/12/31 08:00:00+00,395P116403S,"P1 RAMP (SR 395 NSC N TO LX16449S)  AFTER MILEPOST 0.00: SR 395 NSC NB INTERSECTION; BEGIN ROUTE",North,395,P1,16403S,,,,420,0.419999987,{A693FB44-C5E6-4218-81A6-31EEA8C7A064},2022
-13349629.1998897,5824003.34508849,2887,2022/12/31 08:00:00+00,082S507242,"S5 RAMP (YAK VLLY HWY TO SR 82WB)  AFTER MILEPOST 0.00: LX07261 INTERSECTION; BEGIN ROUTE",East,082,S5,07242,2.32999992,7.90999985,0.790000021,2800,0.109999999,{9D694BED-882C-4AD6-91BD-404F90C6D5DD},2022
-13088611.6290337,6047655.81406842,2888,2022/12/31 08:00:00+00,002,EAST OF MILEPOST 278.47: GARFIELD RD INTERSECTION,Bothways,002,,,,,,30000,270.399994,{2A500AB9-252A-442D-96E9-CF1F6EF6EAAD},2022
-13605960.6099174,5991558.69634291,2889,2022/12/31 08:00:00+00,018P500408,"P5 RAMP (SR 18 EB TO SR 164)  AFTER MILEPOST 0.00: SR 18 EB INTERSECTION; BEGIN ROUTE",South,018,P5,00408,,,,16000,0.170000002,{87818C44-22FC-47C4-97E6-E32270123CF8},2022
-13064196.442809,6049459.28381988,2890,2022/12/31 08:00:00+00,090,AT MILEPOST 283.85: FREYA ST UNDERCROSSING,Bothways,090,,,,,,102000,281.549988,{E74A463B-BADE-41C5-8DCC-35443A4B70AA},2022
-13632492.9661338,5980005.90727568,2891,2022/12/31 08:00:00+00,005S113211,S1 RAMP (SR 16 EB TO SR 5 SB)  AFTER MILEPOST 0.05: S213211 ON RAMP,Southeast,005,S1,13211,,,,30000,0.0599999987,{B45E786F-0D79-481F-80B9-8CE9FF0C0F7E},2022
-13605643.1527869,6009745.35877233,2892,2022/12/31 08:00:00+00,167R102264,"R1 RAMP (SR 167 SB TO S 212TH ST)  AFTER MILEPOST 0.00: SR 167 SB INTERSECTION; BEGIN ROUTE",Southwest,167,R1,02264,,,,10000,0.189999998,{96C19DEE-2CC2-48F2-AB11-ADBE742ECC36},2022
-13614965.0005576,5989458.58414099,2893,2022/12/31 08:00:00+00,005R514217,"R5 RAMP (SR 5 SB TO SR 18 EB)  AFTER MILEPOST 0.00: SR 5 SB INTERSECTION; BEGIN ROUTE",East,005,R5,14217,,,,11000,0.529999971,{0161332F-5240-4F3D-9FF2-E8008ACD2564},2022
-13257135.4340546,5823169.19102275,2894,2022/12/31 08:00:00+00,395R102420,"R1 RAMP (SR 395 SB TO KARTCHNER)  AFTER MILEPOST 0.00: SR 395 SB INTERSECTION; BEGIN ROUTE",Southwest,395,R1,02420,,,,1100,0.419999987,{412BF049-C18A-4E5E-B040-75C2DC6F1E1B},2022
-13601961.4390792,6045903.65649168,2895,2022/12/31 08:00:00+00,405R501543,"R5 RAMP (SR 405 SB TO SR 520 EB)  AFTER MILEPOST 0.00: R101543 INTERSECTION; BEGIN ROUTE",Southeast,405,R5,01543,,,,14000,0.479999989,{4D41291D-CEA1-49BA-8075-44F46B4B56BC},2022
-13596217.6062553,6037000.44844348,2896,2022/12/31 08:00:00+00,090CI01089,COLLECTOR-DISTRIBUTOR  AFTER MILEPOST 0.71: P501161 OFF RAMP,East,090,CI,01089,,,,7400,0.819999993,{0A7813F6-3D28-4972-88B3-001D076256EB},2022
-13617174.8610765,6060751.58353254,2897,2022/12/31 08:00:00+00,005S117351,S1 RAMP (NE 130TH ST TO SR 5 SB)  AFTER MILEPOST 0.01: NE 130TH ST WYE CONNECTION,South,005,S1,17351,,,,7000,0.0700000003,{34B93D11-BFD9-4688-A47A-52A585DB49AF},2022
-13664719.7667431,6274527.2474317,2898,2022/12/31 08:00:00+00,005,AT MILEPOST 276.23: SR 548 BRIDGE,Bothways,005,,,,,,2300,276.209991,{4E84846C-D6DA-4164-B728-6FE57717699B},2022
-13271519.2909657,5824836.26136458,2899,2022/12/31 08:00:00+00,182R100764,"R1 RAMP (SR 182 WB TO ROAD 100)  AFTER MILEPOST 0.00: SR 182 WB INTERSECTION; BEGIN ROUTE",West,182,R1,00764,,,,4300,0.289999992,{BB40014D-2F45-412B-A154-BE4DDA39788D},2022
-13617105.529088,6062729.33309574,2900,2022/12/31 08:00:00+00,005P217427,"P2 RAMP (P117427 TO Q117510)  AFTER MILEPOST 0.00: P117427 INTERSECTION; BEGIN ROUTE",North,005,P2,17427,,,,120,0.140000001,{87EFF0EE-1241-406A-9701-6D18D0D4A71C},2022
-13614372.8621595,6003623.00994102,2901,2022/12/31 08:00:00+00,099,"SOUTH OF MILEPOST 14.24: MEDIAN XROAD, S 252ND ST INTERSECTION",Bothways,099,,,,,,28000,10.5799999,{DC6D1F22-DF5F-4686-AAB9-E07A0A27CC93},2022
-13659749.8405356,6046785.5838592,2902,2022/12/31 08:00:00+00,003R104376,"R1 RAMP (SR 3 SB TO NEWBERRY HILL)  AFTER MILEPOST 0.00: SR 3 SB INTERSECTION; BEGIN ROUTE",Southwest,003,R1,04376,,,,2200,0.219999999,{93199D4C-6296-4354-9F38-0A377C0F8718},2022
-13621936.9318199,6216465.93523017,2903,2022/12/31 08:00:00+00,005,NORTH OF MILEPOST 243.30: NULLE RD ON RAMP,Bothways,005,,,,,,47000,243.289993,{4FB40D05-A311-4799-ACB1-3B0ABE472EA2},2022
-13568019.3692832,6025561.30604242,2904,2022/12/31 08:00:00+00,018,"AT MILEPOST 27.91: SR 90 WB UNDERCROSSING; END ROUTE",Bothways,018,,,,,,21000,28.4099998,{2D071260-6370-4E9F-ADBC-B857159AB502},2022
-13654210.0041382,6154985.55099083,2905,2022/12/31 08:00:00+00,020,"NORTH OF MILEPOST 31.49: SE BARRINGTON DR, SW BARRINGTON DR INTERSECTION",Bothways,020,,,,,,21000,31.1000004,{8D93DB97-A04F-4287-9EFE-F7AE64F6B7D2},2022
-13583004.6685246,6010388.70975341,2906,2022/12/31 08:00:00+00,018S101746,"S1 RAMP (244TH AVE SE TO SR 18 WB)  AFTER MILEPOST 0.00: LX01799 INTERSECTION; BEGIN ROUTE",South,018,S1,01746,5.21000004,0.879999995,0,2300,0.129999995,{652AA4EA-1655-44C0-9DC3-51A156095B71},2022
-13299210.7347011,6005200.88630654,2907,2022/12/31 08:00:00+00,028,EAST OF MILEPOST 53.62: A NE INTERSECTION,Bothways,028,,,6.69999981,2.26999998,1.44000006,970,57.7000008,{40E99846-D078-4320-9187-BA5AB6CBAD1D},2022
-13044560.8162099,5898287.74653932,2908,2022/12/31 08:00:00+00,270,NORTHWEST OF MILEPOST 2.25: SR 27 WYE CONNECTION,Bothways,270,,,4.53999996,1.01999998,0.310000002,9900,2.24000001,{8DBE4DF7-5BF8-42CF-A4A7-3FB35CA92549},2022
-13613966.5720761,5944818.79351489,2909,2022/12/31 08:00:00+00,161,NORTH OF MILEPOST 15.68: 264TH ST E INTERSECTION,Bothways,161,,,4.57000017,2.42000008,0.159999996,13000,15.6899996,{49F23212-F26B-4E19-AE97-5C50C4675025},2022
-13257712.1358378,5820572.25835199,2910,2022/12/31 08:00:00+00,182R501373,"R5 RAMP (SR 182 WB TO 4TH AVE)  AFTER MILEPOST 0.00: SR 182 WB INTERSECTION; BEGIN ROUTE",East,182,R5,01373,6.05000019,8.22000027,0.660000026,2100,0.219999999,{CB8500D7-E08C-43A4-882A-797A6DDB8A6C},2022
-13067888.1634947,5992577.4022033,2911,2022/12/31 08:00:00+00,195S106994,"S1 RAMP (CHENY PLAZA TO SR 195 SB)  AFTER MILEPOST 0.00: LX07078-CHENEY PLAZA RD INTERSECTION; BEGIN ROUTE",Southeast,195,S1,06994,12.1999998,14.6300001,0,40,0.129999995,{048AAB47-4B62-47FB-9978-879D6E7A17CE},2022
-13029453.223993,5847258.23240181,2912,2022/12/31 08:00:00+00,129,SOUTH OF MILEPOST 42.16: SR 129 WYE CONNECTION,Bothways,129,,,,,,6500,42.1500015,{94BC5B00-A00B-4069-9750-8366D688048D},2022
-13465967.5681377,5973685.93694381,2913,2022/12/31 08:00:00+00,090,AT MILEPOST 82.70: PERMANENT RECORDER B04,Bothways,090,,,4,15.2200003,4.1500001,33000,80.9800034,{B0DAD796-410B-4417-9B05-CC67C1183165},2022
-13534804.7304159,6010461.70132426,2914,2022/12/31 08:00:00+00,090S104175,"S1 RAMP (TINKHAM RD TO SR 90 WB)  AFTER MILEPOST 0.00: LX04229-TINKHAM RD INTERSECTION; BEGIN ROUTE",Northwest,090,S1,04175,4.3499999,8.69999981,1.74000001,120,0.109999999,{67ACCCAF-125C-4281-A991-689489CB0B33},2022
-13046542.2512398,5971089.58350729,2915,2022/12/31 08:00:00+00,027,NORTHWEST OF MILEPOST 40.62: SEABURY RD INTERSECTION,Bothways,027,,,9.56000042,2.83999991,0.519999981,390,42.9500008,{D4E051E3-3353-48CB-8FD2-63CFFC2DF555},2022
-13605411.5093367,6009459.55408112,2916,2022/12/31 08:00:00+00,167Q502264,"Q5 RAMP (S 212TH ST TO SR 167 NB)  AFTER MILEPOST 0.00: LX02240 INTERSECTION; BEGIN ROUTE",West,167,Q5,02264,,,,7600,0.0799999982,{17F2E1F0-569D-4F8B-B074-5BCB389A16EF},2022
-13622821.7580692,6256546.62972413,2917,2022/12/31 08:00:00+00,544,NORTHWEST OF MILEPOST 5.01: EVERSON GOSHEN RD INTERSECTION,Bothways,544,,,3.91000009,4.38999987,1.22000003,8500,5.01999998,{EB40EB7E-3CEA-444E-8F02-EA13CDB33E72},2022
-13412094.9911834,5877343.03331141,2918,2022/12/31 08:00:00+00,082R103357,"R1 RAMP (SR 82 WB TO E YAKIMA AVE)  AFTER MILEPOST 0.00: SR 82 WB INTERSECTION; BEGIN ROUTE",Northwest,082,R1,03357,,,,8300,0.0700000003,{BCF0A245-8C56-49CE-8C99-91D7E1AA3E56},2022
-13613999.1526671,6017669.47346704,2919,2022/12/31 08:00:00+00,518R100291,R1 RAMP (SR 518 WB TO SEA TAC)  AFTER MILEPOST 0.36: R200291 OFF RAMP,Southwest,518,R1,00291,,,,20000,0.829999983,{DF92D8FE-5B73-4164-9E29-127F2C848621},2022
-13650376.0758478,6008315.21576916,2920,2022/12/31 08:00:00+00,016Q101864,"Q1 RAMP (SR 302 SPUR TO SR 16 NB)  AT MILEPOST 0.00: INCREASING MISCELLANEOUS FEATURE SR 16 OXING EPS-SR 302SP; BEGIN ROUTE",Northeast,016,Q1,01864,4.19999981,1.11000001,0.0500000007,2200,0.119999997,{16F039FE-0772-4751-8159-638BD18FE48C},2022
-13349105.8122448,5811117.54590724,2921,2022/12/31 08:00:00+00,022,EAST OF MILEPOST 27.30: BUS RD INTERSECTION,Bothways,022,,,9.69999981,11.7600002,2,1800,26.6299992,{DD3E7180-4041-4260-9F91-CC8A3CB82948},2022
-13063303.2426373,6100128.09224273,2922,2022/12/31 08:00:00+00,002,SOUTH OF MILEPOST 309.40: LAUREL RD INTERSECTION,Bothways,002,,,,,,11000,301.290009,{64868F21-9F96-4A2C-B760-EF7E617E55D0},2022
-13032636.7955325,5848924.59197167,2923,2022/12/31 08:00:00+00,193,"SOUTHWEST OF MILEPOST 0.51: SR 128 INTERSECTION; BEGIN ROUTE",Bothways,193,,,13.9499998,25.6399994,4.46000004,1400,0.00999999978,{BDFAB119-9E4E-4F08-8CA1-BC867F41A2A0},2022
